[2025/04/22 12:40:57] - Namespace(model='ResNet18', batch_size=512, data_dir='./data', epochs=110, lr_schedule='multistep', milestone1=100, milestone2=105, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, seed=0, save_epoch=1, inner_gamma=0.15, outer_gamma=0.15, beta=0.6, lamda=0.65, batch_m=0.75, epsilon=8, alpha=8, delta_init='random', out_dir='TDAT_CIFAR100', log='CIFAR100.log')
[2025/04/22 12:42:03] - Epoch 	 Seconds 	 LR 	 Inner Loss 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 PGD Loss 	 PGD Acc 	 FGSM Loss 	 FGSM Acc 	 C&W Loss 	 C&W Acc
[2025/04/22 19:24:04] - 104 	 85.7 	 	 0.0100 	 44.4137 	 	 4.3718 	 0.9237 	 3.1854 	 	 0.6388 	 3.8017 	 0.2209 	 3.3704 	 0.5426 	 3.6954 	 0.1803
[2025/04/22 19:27:50] - 105 	 86.4 	 	 0.0100 	 44.4262 	 	 4.3693 	 0.9294 	 3.1839 	 	 0.6359 	 3.8032 	 0.2203 	 3.3808 	 0.5335 	 3.6987 	 0.1828
[2025/04/22 19:31:36] - 106 	 85.7 	 	 0.0010 	 44.4344 	 	 4.3669 	 0.9339 	 3.1923 	 	 0.6383 	 3.8109 	 0.2227 	 3.3738 	 0.5436 	 3.7060 	 0.1842
[2025/04/22 19:35:22] - 107 	 86.1 	 	 0.0010 	 44.4364 	 	 4.3659 	 0.9363 	 3.1911 	 	 0.6379 	 3.8085 	 0.2227 	 3.3821 	 0.5387 	 3.7034 	 0.1843
[2025/04/22 19:39:08] - 108 	 85.9 	 	 0.0010 	 44.4368 	 	 4.3657 	 0.9368 	 3.1900 	 	 0.6399 	 3.8103 	 0.2232 	 3.3776 	 0.5400 	 3.7041 	 0.1847
[2025/04/22 19:42:54] - 109 	 86.2 	 	 0.0010 	 44.4366 	 	 4.3652 	 0.9380 	 3.1965 	 	 0.6373 	 3.8141 	 0.2226 	 3.3837 	 0.5416 	 3.7094 	 0.1837
[2025/04/22 19:42:54] - [0.063, 0.0714, 0.1062, 0.1126, 0.1383, 0.1586, 0.175, 0.1842, 0.198, 0.2078, 0.225, 0.2379, 0.2541, 0.2633, 0.2638, 0.2783, 0.293, 0.2894, 0.3058, 0.3163, 0.3257, 0.3219, 0.3432, 0.3321, 0.3446, 0.345, 0.3518, 0.3602, 0.3754, 0.3679, 0.3815, 0.3798, 0.3929, 0.3853, 0.3902, 0.409, 0.4014, 0.3993, 0.4149, 0.4187, 0.4269, 0.4259, 0.4168, 0.4294, 0.4277, 0.4344, 0.423, 0.4353, 0.4356, 0.4421, 0.4476, 0.4414, 0.4508, 0.439, 0.4485, 0.4411, 0.4521, 0.4433, 0.455, 0.4669, 0.4964, 0.508, 0.5375, 0.5177, 0.5136, 0.5559, 0.5422, 0.5419, 0.5393, 0.5411, 0.5253, 0.5588, 0.5519, 0.5392, 0.5302, 0.5356, 0.5508, 0.5623, 0.5465, 0.5531, 0.5621, 0.5657, 0.5305, 0.5658, 0.5829, 0.5718, 0.5607, 0.5708, 0.5537, 0.5695, 0.5589, 0.5635, 0.5258, 0.561, 0.564, 0.5643, 0.5649, 0.5722, 0.5676, 0.5657, 0.5471, 0.6366, 0.6404, 0.635, 0.6388, 0.6359, 0.6383, 0.6379, 0.6399, 0.6373]
[2025/04/22 19:42:54] - [0.046, 0.0543, 0.0783, 0.0828, 0.1, 0.1093, 0.1193, 0.1242, 0.1235, 0.1361, 0.1479, 0.1536, 0.1653, 0.1713, 0.1657, 0.1819, 0.1875, 0.1839, 0.1902, 0.1911, 0.2077, 0.202, 0.2154, 0.2041, 0.2175, 0.2074, 0.2192, 0.2101, 0.2329, 0.2243, 0.2298, 0.2331, 0.2349, 0.2349, 0.24, 0.2456, 0.2336, 0.2395, 0.2519, 0.2511, 0.25, 0.2443, 0.2488, 0.2525, 0.2531, 0.2568, 0.2486, 0.2496, 0.2566, 0.2606, 0.2601, 0.2603, 0.2608, 0.2554, 0.257, 0.2631, 0.2589, 0.2502, 0.2414, 0.2188, 0.2228, 0.2077, 0.2033, 0.1873, 0.1741, 0.1725, 0.1889, 0.1778, 0.1958, 0.1759, 0.1841, 0.1767, 0.1835, 0.1808, 0.1783, 0.1953, 0.1639, 0.1867, 0.1661, 0.1977, 0.2002, 0.1761, 0.1708, 0.1932, 0.1569, 0.1345, 0.1345, 0.1687, 0.1473, 0.1388, 0.1532, 0.1566, 0.1337, 0.1441, 0.1539, 0.1581, 0.1368, 0.1612, 0.1865, 0.1615, 0.1602, 0.213, 0.2147, 0.2173, 0.2209, 0.2203, 0.2227, 0.2227, 0.2232, 0.2226]
[2025/04/22 19:42:54] - [0.0502, 0.0582, 0.0837, 0.0903, 0.1105, 0.1223, 0.1337, 0.1381, 0.1439, 0.1541, 0.1651, 0.1739, 0.1872, 0.1945, 0.1887, 0.2041, 0.2136, 0.2104, 0.2204, 0.222, 0.2369, 0.2323, 0.2492, 0.2383, 0.2526, 0.2415, 0.2533, 0.2462, 0.2706, 0.2618, 0.2678, 0.2687, 0.2743, 0.2719, 0.2802, 0.2905, 0.2778, 0.2813, 0.2906, 0.2975, 0.2969, 0.2938, 0.2926, 0.3013, 0.3037, 0.308, 0.2954, 0.2991, 0.3098, 0.3146, 0.3129, 0.3095, 0.3145, 0.3098, 0.3115, 0.3148, 0.3193, 0.315, 0.3164, 0.3318, 0.3955, 0.4341, 0.4665, 0.4767, 0.4833, 0.5097, 0.4874, 0.4996, 0.5012, 0.4792, 0.4905, 0.496, 0.4706, 0.4933, 0.4868, 0.4884, 0.511, 0.4783, 0.4908, 0.5082, 0.5114, 0.4892, 0.4752, 0.5024, 0.4975, 0.4547, 0.4896, 0.4596, 0.4826, 0.4785, 0.4633, 0.4471, 0.4506, 0.4697, 0.4828, 0.4146, 0.42, 0.4852, 0.4773, 0.4598, 0.4588, 0.5381, 0.5454, 0.5474, 0.5426, 0.5335, 0.5436, 0.5387, 0.54, 0.5416]
[2025/04/22 19:42:54] - [0.0367, 0.0439, 0.0632, 0.065, 0.0818, 0.0878, 0.0977, 0.1026, 0.1026, 0.1112, 0.1214, 0.1252, 0.137, 0.145, 0.1393, 0.1483, 0.1535, 0.1548, 0.1574, 0.1612, 0.1744, 0.1709, 0.179, 0.1714, 0.1821, 0.175, 0.1862, 0.1752, 0.1957, 0.1887, 0.1927, 0.1936, 0.1969, 0.1981, 0.2006, 0.2066, 0.1944, 0.2034, 0.2093, 0.2108, 0.21, 0.2091, 0.2119, 0.2137, 0.211, 0.2173, 0.2101, 0.209, 0.2138, 0.2172, 0.2182, 0.2181, 0.217, 0.2176, 0.2158, 0.2218, 0.2144, 0.2131, 0.2024, 0.1789, 0.1796, 0.1679, 0.1583, 0.1471, 0.1361, 0.1348, 0.151, 0.1396, 0.1552, 0.1376, 0.1432, 0.139, 0.1443, 0.14, 0.139, 0.1534, 0.1296, 0.1479, 0.131, 0.157, 0.162, 0.1384, 0.1357, 0.1583, 0.1184, 0.0998, 0.103, 0.1345, 0.1177, 0.1088, 0.122, 0.1229, 0.1008, 0.1073, 0.1206, 0.1258, 0.1061, 0.128, 0.1491, 0.1253, 0.1267, 0.1716, 0.1742, 0.1804, 0.1803, 0.1828, 0.1842, 0.1843, 0.1847, 0.1837]
